الرقم,السؤال,الجواب,Family_Law_Category
1091,ما شروط قبول دعوى العضل؟,"تُقبل دعوى العضل متى توافرت الشروط الإجرائية العامة لرفع الدعوى، وثبت للمحكمة أن الولي منع موليته من الزواج بكفء رضيت به دون سبب معتبر، وفق المادة (20) من نظام الأحوال الشخصية.",Marriage
1092,من يحق له رفع دعوى العضل؟,"الأصل أن ترفع المرأة المعضولة الدعوى بنفسها أو عن طريق وكيلها، وقد تُقبل من ذي مصلحة وفق ما تقرره المحكمة.",Marriage
1093,هل يشترط أن يكون الخاطب كفئًا لقبول دعوى العضل؟,"نعم، تنظر المحكمة في كفاءة الخاطب للمرأة، وتُقدّر الكفاءة باعتبار صلاح الدين وما جرى العرف على اعتباره.",Marriage
1094,هل يمكن إثبات العضل عبر الرسائل والمحادثات؟,"نعم، يمكن إثبات العضل عبر الرسائل والمحادثات إذا كانت تُظهر بوضوح رفض الولي التعسفي للخاطب دون مبرر شرعي. هذه الوسائل تُعتبر من الأدلة المعاصرة التي تقبلها محكمة الأحوال الشخصية في بعض الحالات، بشرط أن تكون موثوقة ومثبتة بشكل قانوني (مثل تقديمها كجزء من الأدلة المرفقة مع الدعوى). ومع ذلك، يظل تقدير هذه الأدلة ومدى قبولها متروكًا للقاضي وفقًا للنظام القضائي.",Marriage
1095,هل يجب على المرأة أن تحضر جلسات المحكمة في دعوى العضل؟,"نعم، عادة ما يُطلب من المرأة حضور جلسات المحكمة في دعوى العضل لتقديم شهادتها وتوضيح الضرر الذي لحق بها نتيجة منع الولي لزواجها. حضورها يساعد القاضي في فهم تفاصيل القضية والتحقيق في ادعائها. ومع ذلك، إذا كان هناك وكيل شرعي يمثلها، فقد يُكتفى بحضوره في بعض الحالات، حسب تقدير القاضي وطبيعة القضية، وهو ما يتماشى مع الإجراءات القضائية في المملكة.",Marriage
1096,أين تُرفع دعوى العضل؟,"تُرفع أمام محكمة الأحوال الشخصية، مباشرة أو إلكترونيًا عبر ناجز، مع استكمال بيانات الدعوى ومرفقاتها.",Marriage
1097,هل يُعتبر رفض الولي بسبب جنسية الخاطب عضلًا؟,"إذا كان الخاطب متمتعًا بالكفاءة الدينية والأخلاقية، فإن رفض الولي الزواج بناءً على جنسية الخاطب قد يُعد عضلًا، ويعتبر تصرفًا محرمًا. وفقًا لنظام الأحوال الشخصية، لا يجوز للولي رفض تزويج المرأة إلا إذا كان هناك سبب شرعي معتبر.",Marriage
1098,ماهي المادة الأولى في نظام الأحوال الشخصية؟,الخطبة هي طلب الزواج والوعد به.,Marriage
1099,ماهي المادة الثانية في نظام الأحوال الشخصية؟,لكل من الخاطب والمخطوبة العدول عن الخطبة.,Marriage
1100,ماهي المادة الثالثة في نظام الأحوال الشخصية؟,"جميع ما يقدمه الخاطب أو المخطوبة إلى الآخر خلال فترة الخطبة يعد هدية، ما لم يصرح الخاطب بأن ما قدمه يعد مهراً أو جرى عرف على أنه من المهر.",Marriage
1101,ماهي المادة الرابعة في نظام الأحوال الشخصية؟,"إذا عدل أي من الخاطب أو المخطوبة عن الخطبة بسبب يعود إليه، فليس له الرجوع في الهدية التي قدمها. وللطرف الآخر أن يسترد منه ما قدمه من هدية إن كانت قائمة وإلا بمثلها، أو قيمتها يوم قبضها، ما لم تكن الهدية مما يستهلك بطبيعتها. وفي جميع الأحوال، إذا انتهت الخطبة بالوفاة، أو بسبب لا يد لأحد الطرفين فيه، فلا يسترد شيء من الهدايا.",Marriage
1102,ماهي المادة السابعة؟,الخلوة -في سبيل تطبيق هذا النظام- هي انفراد الزوجين في مكان ليس عندهما من يميِّز.,Marriage
1103,ماهي المادة الثامنة؟,"يجب توثيق عقد الزواج، وعلى الزوجين -أو أحدهما- توثيقه، وذلك وفق الأحكام المنظمة لذلك. يجوز لكل ذي مصلحة طلب إثبات عقد الزواج غير الموثق. يوثق عقد زواج غير المسلم لدى المختص بالتوثيق، وتبين لوائح هذا النظام الأحكام المتصلة بذلك.",Marriage
1104,ماهي المادة التاسعة؟,"يمنع توثيق عقد الزواج لمن هو دون (ثمانية عشر) عاماً، وللمحكمة أن تأذن بزواج من هو دون ذلك ذكراً كان أو أنثى إذا كان بالغاً بعد التحقق من مصلحته في هذا الزواج، وتبين لوائح هذا النظام الضوابط والإجراءات اللازمة لذلك.",Marriage
1105,ماهي المادة العاشرة؟,يكتسب من تزوج وفق حكم المادة (التاسعة) من هذا النظام أهلية التقاضي في كل ما له علاقة بالزواج وآثاره؛ إذا كان عاقلاً.,Marriage
1106,ماهي المادة الحادية عشرة؟,"للمحكمة أن تأذن بزواج المجنون أو المعتوه بناء على طلب ولي تزويجه، بعد توافر الشروط الآتية: أن يقدم الولي تقريراً طبيًّا معتمداً عن حالة الجنون أو العته. أن يقبل الطرف الآخر في عقد الزواج بعد اطلاعه على حالة المجنون أو المعتوه. أن يكون في هذا الزواج مصلحة للمجنون أو المعتوه.",Marriage
1107,ماهي المادة الثانية عشرة؟,"أركان عقد الزواج هي: الزوجان، وهما: الرجل والمرأة. الإيجاب والقبول.",Marriage
1108,ماهي المادة الثالثة عشرة؟,يشترط لصحة عقد الزواج ما يأتي: تعيين الزوجين. رضا الزوجين. الإيجاب من الولي. شهادة شاهدين. ألا تكون المرأة محرَّمة على الرجل تحريماً مؤبداً أو مؤقتاً.,Marriage
1109,ماهي المادة الرابعة عشرة؟,"كفاءة الرجل للمرأة شرطٌ للزوم عقد الزواج لا لصحته. العبرة في كفاءة الرجل حين العقد بصلاح دينه وكل ما قام العرف على اعتباره. لكل ذي مصلحة من الأقارب -حتى الدرجة الثالثة- يتأثر بانعدام الكفاءة؛ الحق في الاعتراض على عقد الزواج، وتقدر المحكمة ذلك.",Marriage
1110,ماهي المادة الخامسة عشرة؟,"مع التقيد بأحكام المادة (الثالثة عشرة) من هذا النظام، ينعقد الزواج بإيجاب من الولي وقبول من الزوج بلفظ الزواج الصريح، وبالكتابة عند العجز عن النطق، وبالإشارة المفهومة عند العجز عن النطق والكتابة.",Marriage
1111,ماهي المادة السادسة عشرة؟,"يشترط في الإيجاب والقبول: أن يكونا متوافقين صراحةً. أن يكونا مقترنين في مجلس واحد حقيقة، ويصح أن يكونا مقترنين في مجلس واحد حكماً؛ وذلك وفقاً لما تقرره الأحكام النظامية في هذا الشأن. أن يكونا منجزين، لا معلقين على شرط ولا مضافين إلى مستقبل.",Marriage
1112,ماهي المادة السابعة عشرة؟,"يكون ترتيب الأولياء في الزواج على النحو الآتي: الأب، ثم وصيه، ثم الجد لأب وإن علا، ثم الابن، ثم ابنه وإن نزل، ثم الأخ الشقيق ثم الأخ لأب، ثم ابن الأخ الشقيق ثم ابن الأخ لأب وإن نزلا، ثم العم الشقيق ثم العم لأب، ثم بنوهما وإن نزلوا، ثم أقرب عصبة على ترتيب الإرث، ثم القاضي. إذا استوى الأولياء في الدرجة؛ تعين من عينته المرأة منهم، وإن لم تُعين جاز تولي أي منهم عقد الزواج. ليس للولي -ولو كان الأب- أن يزوج موليته بغير رضاها على أن يُضمّن عقد الزواج ما يثبت الرضا.",Marriage
1113,ماهي المادة الثامنة عشرة؟,"يشترط في الولي -في الزواج- أن يكون ذكراً عاقلاً بالغاً سن الرشد، موافقاً للمرأة في الدين، فإن فُقد شرط؛ زَوَّج الوليُّ الذي يليه.",Marriage
1114,ماهي المادة التاسعة عشرة؟,إذا تعذر حضور ولي المرأة أو تعذر تبليغه؛ فتنقل المحكمة بناءً على طلب المرأة ولاية التزويج إلى الولي الذي يليه.,Marriage
1115,ماهي المادة العشرون؟,"إذا منع الولي -ولو كان الأب- موليته من الزواج بكفئها الذي رضيت به؛ تتولى المحكمة تزويج المرأة المعضولة بطلب منها أو من ذي مصلحة، وللمحكمة نقل ولايتها لأي من الأولياء لمصلحة تراها، أو تفويض أحد المرخصين -وفق الأحكام النظامية- بإجراء العقد.",Marriage
1116,ماهي المادة الحادية والعشرون؟,"يشترط في الشاهد أن يكون رجلاً بالغاً عاقلاً سامعاً الإيجاب والقبول فاهماً المقصود بهما، وأن يكون مسلماً متى كان الزوجُ مسلماً.",Marriage
1117,ماهي المادة الثانية والعشرون؟,"يحرم على التأبيد بسبب القرابة من النسب، الزواجُ من: الأصل وإن علا. الفرع وإن نزل. فروع الوالدين وإن نزلوا. الطبقة الأولى من فروع الأجداد أو الجدات.",Marriage
1118,ماهي المادة الثالثة والعشرون؟,"يحرم على التأبيد بسبب المصاهرة، زواج الرجل من: أ- أمهات زوجته وإن علون. ب- بنات زوجته التي دخل بها. ج- ‌من كانت زوجة أحد أصوله وإن علوا، أو أحد فروعه وإن نزلوا. الجماع في غير الزواج الصحيح يُوجب ما يوجبه التحريم بالمصاهرة في الزواج الصحيح.",Marriage
1119,ماهي المادة الرابعة والعشرون؟,يحرم على التأبيد زواج الرجل من المرأة التي لاعنها أمام القضاء ولو أكذب نفسه.,Marriage
1120,ماهي المادة الخامسة والعشرون؟,"يحرم من الرضاع ما يحرم من النسب، إذا توافر الشرطان الآتيان: ‌أن يقع الرضاع في العامين الأولين من الولادة. أن يبلغ (خمس) رضعات متيقنة متفرقة ولو تقارب وقتها.",Marriage
1121,ماهي المادة السادسة والعشرون؟,"يحرم الزواج مؤقتاً، في الحالات الآتية: زواج الرجل من المعتدة من غيره. زواج الرجل من البائن منه بينونة كبرى بطلاقها ثلاثاً مع مراعاة أحكام المادة (الخامسة والثمانين) من هذا النظام. الجمع بين أكثر من أربع نسوة ولو كانت إحداهن في عدة طلاق رجعي أو بائن أو فسخ. الجمع بين الأختين، أو بين المرأة وعمتها أو خالتها. زواج المحرِم بالحج أو العمرة قبل التحلل. زواج المسلم من غير الكتابية. زواج المسلمة من غير المسلم.",Marriage
1122,ماهي المادة السابعة والعشرون؟,الزوجان عند شروطهما. لا يكون الشرط مثبتاً لخيار فسخ عقد الزواج إلا إذا نص على الشرط كتابةً في وثيقة عقد الزواج أو أقر به الزوجان.,Marriage
1123,المادة الثامنة والعشرون,"إذا لم يفِ أحد الزوجين بما شرطه الآخر وفقاً لما تضمنته المادة (السابعة والعشرون) من هذا النظام؛ فللمشترط طلب فسخ عقد الزواج متى شاء إلا إذا أسقط حقه صراحة. فإذا كان عدم الوفاء من الزوج فيكون الفسخ بلا عوض، وإذا كان من الزوجة فيكون بعوض لا يزيد على المهر.",Marriage
1124,ماهي المادة التاسعة والعشرون؟,"إذا اشترط في عقد الزواج ما ينافي استمراره، أو جُعل عقد الزواج مقابل عقد زواج آخر؛ فالعقد باطل. مع مراعاة ما تضمنته الفقرة (1) من هذه المادة، يصح عقد الزواج، ويبطل الشرط إذا كان منافياً لمقتضى العقد.",Marriage
1125,ماهي المادة الثلاثون؟,"الزواج نوعان، وهما: زواجٌ صحيح. زواجٌ غير صحيح، ويشمل ما يأتي: أ- الزواج الباطل. ب- الزواج الفاسد.",Marriage
1126,ماهي المادة الحادية والثلاثون؟,"يكون عقد الزواج صحيحاً إذا توافرت أركانه وشروطه، ويرتب آثاره من حين انعقاده.",Marriage
1127,ماهي المادة الثانية والثلاثون؟,"يكون عقد الزواج باطلاً إذا تخلف أحد أركانه، أو أحد شروط صحته، أو اُشترط فيه أحد الشرطين الواردين في الفقرة (1) من المادة (التاسعة والعشرين) من هذا النظام.",Marriage
1128,ماهي المادة الثالثة والثلاثون؟,"لا يرتب الزواج الباطل أي أثر قبل الدخول. يترتب على الزواج الباطل بعد الدخول، الأحكام الآتية: أ- وجوب العدة. ب- حرمة المصاهرة. ج- استحقاق المرأة مهر المثل ما لم يسم مهر، إن كانت لا تعلم حكم العقد.",Marriage
1129,ماهي المادة الرابعة والثلاثون؟,"تفسخ المحكمة عقد الزواج الفاسد، ولا يترتب عليه أي أثر قبل الدخول إلا الطلاق إذا أوقعه الزوج فيقع بائناً بينونةً صغرى. يترتب على الزواج الفاسد بعد الدخول ما يأتي: أ- استحقاق المرأة المهر المسمى. ب- ثبوت نسب الولد. ج- وجوب العدة. د- حرمة المصاهرة. هـ- استحقاق المرأة النفقة ما لم تكن عالمة فساد العقد. و- الطلاق إذا أوقعه الزوج فيقع بائناً بينونةً صغرى. تطبق الآثار المترتبة على الزواج الفاسد على كل زواج باطل بعد الدخول إذا كان الزوجان لا يعلمان حكمه.",Marriage
1130,ماهي المادة الخامسة والثلاثون؟,"يصح للزوجين إبرام عقد زواج جديد مستوفٍ الأركانَ والشروط دون الحاجة إلى حكم قضائي بفسخ العقد السابق الفاسد أو الباطل، وذلك مع مراعاة الإجراءات المنظمة للتوثيق.",Marriage
1131,ماهي المادة السادسة والثلاثون؟,المهر هو المال الذي يدفعه الرجل للمرأة بسبب عقد الزواج.,Marriage
1132,ماهي المادة السابعة والثلاثون؟,كلُّ ما صحَّ اعتباره مالاً صح أن يكون مهراً.,Marriage
1133,ماهي المادة الثامنة والثلاثون؟,"المهر ملك للمرأة، لا تجبر على أي تصرف فيه.",Marriage
1134,ماهي المادة التاسعة والثلاثون؟,"يجوز الاتفاق في عقد الزواج على تأجيل المهر كله أو بعضه. إذا لم ينصّ في العقد على تأجيل المهر ولم يحدد وقت معين لتسليمه، فيتعين تسليمه عند المطالبة به. إذا نص في العقد على تأجيل المهر فلا يخلو من الأحوال الآتية: أ- إذا ذكر أجل معلوم، فيحل المهر بحلول الأجل. ب- إذا ذكر أجل غير معلوم، فهو معجل. ج- إذا لم يذكر وقت الأجل، فيحل بالفرقة البائنة، أو وفاة أحد الزوجين.",Marriage
1135,ماهي المادة الأربعون؟,"يجب المهر بموجب عقد الزواج الصحيح. يتأكد المهر المسمَّى كاملاً -أو مهر المثل- بالدخول، أو الخلوة، أو وفاة أحد الزوجين. تستحق المطلقة قبل الدخول نصف المهر إن كان المهر مسمى، وإلا فلها متعة لا تتجاوز نصف مهر المثل.",Marriage
1136,ماهي المادة الحادية والأربعون؟,يثبت للمرأة مهر المثل في الأحوال الآتية: السكوت عن تسمية المهر. نفي المهر في عقد الزواج. فساد المهر المسمى.,Marriage
1137,ماهي المادة الثانية والأربعون؟,"يلزم على كل من الزوجين حقوق للزوج الآخر، وهي: حسن المعاشرة بينهما بالمعروف، وتبادل الاحترام بما يؤدي للمودة والرحمة بينهما. عدم إضرار أحدهما بالآخر ماديًّا أو معنويًّا. عدم امتناع أحد الزوجين عن المعاشرة الزوجية أو الإنجاب إلا بموافقة الطرف الآخر. السكن في بيت الزوجية، بمبيت الزوج فيه وبقاء الزوجة معه. المحافظة على مصلحة الأسرة، ورعاية الأولاد وحسن تربيتهم. وعلى الزوج النفقة بالمعروف، والعدل بين الزوجات في القسم والنفقة الواجبة، وعلى الزوجة الطاعة بالمعروف، وإرضاع أولادهما ما لم يكن هناك مانع.",Marriage
1138,ماهي المادة الثالثة والأربعون؟,"للزوجة الامتناع عن الدخول والانتقال إلى بيت الزوجية حتى تقبض مهرها الحال ويهيئ الزوج لها المسكن المناسب، ولها الحق في النفقة خلال هذه المدة. إذا رضيت الزوجة بالدخول قبل أن تقبض مهرها الحال، فيبقى دَيْناً في ذمة الزوج لها المطالبة به في أي وقت شاءت، وليس لها الامتناع بعد ذلك إذا هيَّأ لها المسكن المناسب.",Marriage
1139,ماهي المادة الرابعة والأربعون؟,"نفقة كل إنسان في ماله، إلا الزوجة فنفقتها على زوجها ولو كانت موسرة. إن لم يوجد لمجهول الأبوين مال ولم يتبرع أحد بالإنفاق عليه، كانت نفقته على الدولة.",Alimony and Maintenance 
1140,ماهي المادة الخامسة والأربعون؟,"النفقة حق من حقوق المنفق عليه، وتشمل: الطعام، والكسوة، والسكن، والحاجيات الأساسية بحسب العرف وما تقرره الأحكام النظامية ذات الصلة.",Alimony and Maintenance 
1141,ماهي المادة السادسة والأربعون؟,يراعى في تقدير النفقة حال المنفَق عليه وسعةُ المنفِق.,Alimony and Maintenance 
1142,ماهي المادة السابعة والأربعون؟,يجوز أن تكون النفقة نقداً. يعد من الإنفاق إتاحة المال عيناً أو منفعةً.,Alimony and Maintenance 
1143,ماهي المادة الثامنة والأربعون؟,"مع مراعاة ما تقضي به المادة (السادسة والأربعون) من هذا النظام، يجوز زيادة النفقة أو إنقاصها تبعاً لتغير الأحوال. لا تُسمع دعوى زيادة النفقة أو إنقاصها قبل مضي (سنة) من تاريخ صدور الحكم بالنفقة إلا في الظروف الاستثنائية التي تقدرها المحكمة. تُحسَب زيادة النفقة أو نقصانها اعتباراً من تاريخ صدور الحكم.",Alimony and Maintenance 
1144,ماهي المادة التاسعة والأربعون؟,"تستحق النفقة المستمرة للزوجة والأولاد والوالدين من تاريخ إقامة الدعوى للمطالبة بها، وتعد ديناً ممتازاً يقدم على سائر الديون بخلاف النفقة الماضية، فتخضع إلى حكم باقي الديون.",Alimony and Maintenance 
1145,ماهي المادة الخمسون؟,"تكون المطالبة بالنفقة وفق الأحكام المنظمة لذلك. وللمحكمة -عند الاقتضاء- أثناء نظرها طلباً يتعلق بنفقةٍ مستمرة، الحكم بنفقة مؤقتة لمستحقها بناء على طلبه دون حضور الطرف الآخر.",Alimony and Maintenance 
1146,ماهي المادة الحادية والخمسون؟,"مع مراعاة أحكام المادة (الثالثة والأربعين) من هذا النظام، تجب النفقة للزوجة على زوجها بموجب عقد الزواج الصحيح إذا مكَّنته من نفسها حقيقةً أو حكماً.",Alimony and Maintenance 
1147,ماهي المادة الثانية والخمسون؟,لا يسقط حق الزوجة في النفقة إلا بالأداء أو الإبراء. لا تسمع الدعوى بنفقة الزوجة عن مدة سابقة تزيد على (سنتين) من تاريخ إقامة الدعوى.,Alimony and Maintenance 
1148,ماهي المادة الثالثة والخمسون؟,"تجب النفقة للمعتدة من طلاق رجعي إلى حين انتهاء عدتها. لا تجب النفقة للمعتدة البائن إلا إذا كانت حاملاً، فلها النفقة حتى تضع حملها.",Alimony and Maintenance 
1149,ماهي المادة الرابعة والخمسون؟,"لا نفقة للمعتدة من الوفاة إلا إذا كانت حاملاً فتجب نفقتها في مال الحمل حتى تضع حملها، فإن لم يكن له مال وجبت النفقة على وارث الحمل. يحق للمعتدة من الوفاة السكنى في بيت الزوجية مدة العدة.",Alimony and Maintenance 
1150,ماهي المادة الخامسة والخمسون؟,"يسقط حق الزوجة في النفقة إذا منعت نفسها من الزوج، أو امتنعت عن الانتقال إلى بيت الزوجية أو المبيت فيه أو السفر مع الزوج، من دون عذر مشروع.",Alimony and Maintenance 
1151,ماهي المادة السادسة والخمسون؟,"تسكن الزوجة مع زوجها في مسكن الزوجية المناسب، إلا إذا اشترطت في عقد الزواج خلاف ذلك.",Marriage
1152,ماهي المادة السابعة والخمسون؟,"للزوج أن يسكن مع زوجته في بيت الزوجية: أبويه، وأولاده من غيرها متى كان مكلفاً بالإنفاق عليهم، بشرط ألا يلحق الزوجة ضرر من ذلك. للزوجة أن تسكن معها في بيت الزوجية أولادها من غير الزوج إذا لم يكن لهم حاضن غيرها أو أنهم يتضررون من مفارقتها، أو إذا رضي الزوج بذلك صراحة أو ضمناً، ويحق للزوج العدول متى لحقه ضرر من ذلك. إذا اشترك الزوجان في ملكية بيت الزوجية أو استئجاره أو توفيره، فليس لأي منهما أن يسكن معهما أحداً إلا برضا الطرف الآخر.",Alimony and Maintenance 
1153,ماهي المادة الثامنة والخمسون؟,"تجب على الأب منفرداً نفقة الولد الذي لا مال له، إذا كان الأب موسراً أو قادراً على التكسب. دون إخلال بالفقرة (1) من هذه المادة، تجب النفقة للابن إلى أن يصل إلى الحد الذي يقدر فيه أمثاله على التكسب، وللبنت إلى أن تتزوج.",Alimony and Maintenance 
1154,ماهي المادة التاسعة والخمسون؟,"في حال عدم إنفاق الأب الموسر أو غيابه ولم يكن له مال يمكن الإنفاق منه على الولد؛ تنفق الأم على الولد إن كانت موسرة، وإن كانت معسرة فينفق من تجب عليه النفقة في حالة عدم الأب، وتكون ديناً على الأب يرجع بها من أنفق إن كان قد نوى الرجوع على الأب حين إنفاقه. ولا تُسمع دعوى الرجوع بنفقة تزيد على (سنة) سابقة لتاريخ إقامة الدعوى.",Alimony and Maintenance 
1155,ماهي المادة الستون؟,"مع مراعاة ما تقضي به المادة (التاسعة والخمسون) من هذا النظام، في حال وفاة الأب أو فقده أو إعساره، تجب نفقة الولد على من يرثه من أقاربه الموسرين بحسب أنصبتهم في الإرث منه.",Alimony and Maintenance 
1156,ماهي المادة الحادية والستون؟,"يلتزم الأب بأجرة إرضاع ولده الصغير في الحولين إذا تعذر على الأم إرضاعه أو لم تعُد زوجة للأب، ويعد ذلك من النفقة.",Alimony and Maintenance 
1157,ماهي المادة الثانية والستون؟,تجب للوالدين غير الموسرين النفقة كلها أو تكميلها على الأولاد الموسرين -بقدر إرثهم- كباراً أو صغاراً ولو كان الوالدان قادرين على التكسب.,Alimony and Maintenance 
1158,ماهي المادة الثالثة والستون؟,"إذا أنفق أحد الأولاد على والديه أو أحدهما ولم ينو الرجوع على إخوته فليس له مطالبتهم. فإن نوى حين إنفاقه الرجوع عليهم -فيما زاد على نصيبه- فله ذلك، على ألا تسمع الدعوى بها عن مدة سابقة تزيد على (مائة وثمانين) يوماً من تاريخ إقامة الدعوى.",Alimony and Maintenance 
1159,ماهي المادة الرابعة والستون؟,"دون إخلال بأحكام النفقة المتعلقة بالأولاد والوالدين الواردة في هذا النظام، تجب نفقة كل مستحق للنفقة -غير قادر على التكسب- على وارثيه الموسرين بحسب أنصبتهم في الإرث منه.",Alimony and Maintenance 
1160,ماهي المادة الخامسة والستون؟,"إذا تعدد المستحقون للنفقة، ولم يستطع من وجبت عليه الإنفاق عليهم جميعاً، تُقدم نفقة الزوجة، ثم نفقة الأولاد، ثم نفقة الوالدين؛ ثم نفقة الأقارب: الأقرب فالأقرب.",Alimony and Maintenance 
1161,ماهي المادة السادسة والستون؟,"مع مراعاة ما تقضي به المادة (التاسعة والخمسون) من هذا النظام، تسقط نفقة القريب بمضي المدة ما لم ينفق عليه غير من وجبت عليه بنية الرجوع، ولا تُسمع دعوى الرجوع بنفقة تزيد على (مائة وثمانين) يوماً من تاريخ إقامة الدعوى.",Alimony and Maintenance 
1162,ماهي المادة السابعة والسبعون؟,الطلاق حل عقد الزواج بإرادة الزوج باللفظ الدال عليه.,Divorce
1163,ماهي المادة الثامنة والسبعون؟,"اللفظ الدال على الطلاق نوعان: صريح، وهو لفظ الطلاق أو ما تصرف منه. كناية، وهو اللفظ الذي يحتمل الطلاق وغيره إذا نوى به الزوج الطلاق.",Divorce
1164,ماهي المادة التاسعة والسبعون؟,"يقع الطلاق بالنطق أو بالكتابة، وعند العجز عنهما فبالإشارة المفهومة.",Divorce
1165,ماهي المادة الثمانون؟,"لا يقع الطلاق في الحالات الآتية: طلاق غير العاقل أو غير المختار. طلاق من زال عقله اختياراً ولو بمُحَرَّم. طلاق من اشتد غضبه حتى حال بينه وبين تحكمه في ألفاظه. إذا كانت الزوجة في حال حيض، أو نفاس، أو طهر جامعها زوجها فيه، وكان الزوج يعلم بحالها.",Divorce
1166,ماهي المادة الحادية والثمانون؟,"1- يقع الطلاق المعلق على فعل شيء أو تركه؛ إلا إذا كان التعليق بنية الحث أو المنع أو التصديق أو التكذيب، ولم يقترن بالتعليق قصد إيقاع الطلاق. 2- لا يقع الطلاق بالحنث بيمين الطلاق أو الحرام إلا إذا قصد به الطلاق.",Divorce
1167,ماهي المادة الثانية والثمانون؟,لا يقبل الطعن في صحة الطلاق في الحالات الواردة في المادتين (الثمانين) و(الحادية والثمانين) من هذا النظام متى وثّق وفقاً للإجراءات النظامية.,Divorce
1168,ماهي المادة الثالثة والثمانون؟,كل طلاق اقترن بالعدد لفظاً أو إشارة أو تكرر في مجلس واحد لا يقع به إلا طلقة واحدة.,Divorce
1169,ماهي المادة الرابعة والثمانون؟,يصح توكيل الزوج غيره -ذكراً كان أو أنثى- بالتطليق. لا يُقبل قول الزوج في الرجوع عن الوكالة الموثقة بعد إيقاع الطلاق من الوكيل إلا إذا وثق الزوج رجوعه قبل وقوع الطلاق.,Divorce
1170, ماهي المادة الخامسة والثمانون؟,"الطلاق نوعان، هما: طلاق رجعي لا ينهي عقد الزواج إلا بانقضاء العدة. طلاق بائن ينهي عقد الزواج حين وقوعه، وينقسم إلى قسمين: أ- الطلاق البائن بينونة صغرى، لا تحل المطلقة بعده لمطلقها إلا بعقد ومهر جديدين مع احتساب الطلقات السابقة. ب- الطلاق البائن بينونة كبرى، لا تحل المطلقة بعده لمطلقها إلا بعد انقضاء عدتها من زوج آخر دخل بها في زواج صحيح من غير قصد الزوج التحليل.",Divorce
1171,ماهي المادة السادسة والثمانون؟,"كل طلاق في زواج صحيح يعد طلاقاً رجعيًّا ما عدا الطلاق المكمل للثلاث، تبين به المرأة بينونة كبرى. الطلاق قبل الدخول أو الخلوة، تبين به المرأة بينونة صغرى.",Divorce
1172,ماهي المادة السابعة والثمانون؟,"إذا طلق الزوج زوجته طلاقاً رجعيًّا فله مراجعتها ما لم تنته العدة، ولا يسقط حق المراجعة بالتنازل عنه.",Divorce
1173,ماهي المادة الثامنة والثمانون؟,"تصح المراجعة باللفظ الصريح، نطقاً أو كتابةً، وعند العجز عنهما فبالإشارة المفهومة. ويعد الجماع في العدة مراجعة.",Divorce
1174,ماهي المادة التاسعة والثمانون؟,"لا تصح المراجعة إلا منجزة، ولا يجوز تعليقها على شرط أو إضافتها إلى المستقبل.",Divorce
1175,ماهي المادة التسعون؟,"يجب على الزوج أن يوثق الطلاق أمام الجهة المختصة -وفق الإجراءات المنظمة لذلك- وذلك خلال مدة أقصاها (خمسة عشر) يوماً من حين البينونة، ولا يخل ذلك بحق الزوجة في إقامة دعوى إثبات الطلاق.",Divorce
1176,ماهي المادة الحادية والتسعون؟,"إذا لم يوثق الزوج الطلاق على النحو الوارد في المادة (التسعين) من هذا النظام، ولم تعلم المرأة بطلاقه لها، فلها الحق بتعويض بما لا يقل عن الحد الأدنى لمقدار النفقة من تاريخ وقوع الطلاق إلى تاريخ علمها به.",Divorce
1177,ماهي المادة الثانية والتسعون؟,"يجب على الزوج في الطلاق الرجعي توثيق المراجعة، وفقاً للإجراءات المنظمة لذلك خلال مدة أقصاها (خمسة عشر) يوماً من تاريخ المراجعة إذا كان وثق الطلاق.",Divorce
1178,ماهي المادة الثالثة والتسعون؟,لا يقبل قول الزوجة في دعوى الطلاق والمراجعة إلا ببينة.,Divorce
1179,ماهي المادة الرابعة والتسعون؟,يقبل قول الزوجة في انقضاء عدة الطلاق قبل المراجعة إذا كانت المدة تحتمل انقضاء العدة فيها عادة.,Divorce
1180,ماهي المادة الخامسة والتسعون؟,الخلع هو فراق بين الزوجين بطلب الزوجة وموافقة الزوج مقابل عوض تبذله الزوجة أو غيرها.,Khulʿ
1181,ماهي المادة السادسة والتسعون؟,"يصح الخُلع بتراضي الزوجين كاملي الأهلية على إنهاء عقد الزواج، دون الحاجة إلى حكم قضائي.",Khulʿ
1182,ماهي المادة السابعة والتسعون؟,"يقع الخلع بأي لفظ دل على الفرقة بالنطق أو الكتابة وعند العجز عنهما فبالإشارة المفهومة، ويعد فسخاً لعقد الزواج ولو كان بلفظ الطلاق، ويكون فرقة بائنة بينونة صغرى، ولا يحسب من التطليقات الثلاث.",Khulʿ
1183,ماهي المادة الثامنة والتسعون؟,"يقع الخلع في أي حالٍ كانت عليه الزوجة، بما في ذلك حال حيضها، ونفاسها، والطُّهر الذي جَامعها زوجُها فيه.",Khulʿ
1184,ماهي المادة التاسعة والتسعون؟,"لا يقع الخلع إذا كان بغير عوض، فإذا خالع الزوج زوجته بلا عوض فلا يعد خلعاً، وتطبق أحكام الطلاق.",Khulʿ
1185,ماهي المادة المائة؟,"كلُّ ما صحَّ اعتباره مالاً صحَّ أن يكون عوضاً في الخلع، ولا يجوز أن يكون العوض إسقاط أي حق من حقوق الأولاد أو حضانتهم.",Khulʿ
